id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68466924,,21875,21875,21875, 36 months,11.99,726.46,C,C1,Wire Technician,< 1 year,RENT,47590,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466924,,credit_card,Credit card refinancing,347xx,FL,17.76,0,Apr-01,700,704,0,,,9,0,24882,57.1,14,w,0,0,25851.27281,25851.27,21875,3976.27,0,0,0,Mar-18,7662.31,,Aug-18,774,770,0,,1,Individual,,,,0,0,40976,1,1,0,0,55,16094,49,1,2,11556,54,43600,0,1,0,2,5122,10318,70.7,0,0,140,176,6,6,0,6,,,,0,5,5,5,5,3,8,11,5,9,0,0,0,1,100,60,0,0,76326,40976,35200,32726,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68367009,,14025,14025,14025, 60 months,18.49,359.9,D,D5,accts payable,10+ years,MORTGAGE,39000,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367009,,debt_consolidation,Debt consolidation,546xx,WI,18,0,Aug-01,675,679,1,,,12,0,15646,74.9,21,w,0,0,16341.39079,16341.39,14025,2316.39,0,0,0,Dec-16,12764.01,,Feb-19,694,690,0,,1,Individual,,,,0,0,60381,1,0,0,0,91,0,,2,5,4879,75,20900,0,0,2,5,5032,578,93.4,0,0,138,172,2,2,3,2,,2,,0,3,11,3,3,4,11,13,11,12,0,0,0,2,100,66.7,0,0,72286,15646,8800,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68475450,,35000,35000,35000, 60 months,12.88,794.21,C,C2,Lieutenant ,7 years,MORTGAGE,106000,Source Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68475450,,debt_consolidation,Debt consolidation,351xx,AL,17.36,0,Apr-02,730,734,0,,,8,0,39055,72.1,27,w,0,0,22968.61,22968.61,10323.88,7086.13,0,5558.6,1000.548,Nov-17,794.21,,Mar-19,504,500,0,,1,Individual,,,,0,0,299890,0,3,0,0,35,16012,43,0,0,9701,60,54200,0,4,0,0,37486,12875,67.2,0,0,135,164,38,35,4,38,,,,0,3,4,3,6,13,4,10,4,8,0,0,0,0,100,0,0,0,366974,55067,39200,36981,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68525943,,20000,20000,20000, 36 months,12.88,672.73,C,C2,President,10+ years,MORTGAGE,145000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68525943,,debt_consolidation,Debt consolidation,029xx,RI,12.28,0,Feb-04,695,699,0,,,12,0,22551,80.2,21,w,0,0,24273.87839,24273.88,20000,4206.6,67.28,0,0,Mar-19,764.11,,Mar-19,609,605,0,,1,Individual,,,,0,0,429218,2,3,1,2,2,9935,43,2,3,4627,62,28500,1,0,6,5,39020,2822,81.6,0,0,79,142,4,2,5,27,,1,,0,4,6,5,8,5,7,11,6,12,0,0,0,3,100,75,0,0,472759,32486,13500,23259,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68340446,,14000,14000,14000, 60 months,14.85,331.96,C,C5,Accountant,2 years,MORTGAGE,60000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68340446,,debt_consolidation,,852xx,AZ,24.29,0,Aug-09,690,694,0,,,11,0,12718,73.9,24,w,0,0,7458.9,7458.9,3175.67,2770.73,16.6,1495.9,269.262,Jul-17,331.96,,Dec-17,514,510,0,,1,Individual,,,,0,0,70789,0,2,1,2,10,58071,99,0,1,4952,89,17200,1,0,5,3,6435,2382,84.2,0,0,76,71,23,10,0,23,,0,,0,7,7,8,8,13,9,11,8,11,0,0,0,1,100,87.5,0,0,83083,70789,15100,65883,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68615169,,16000,16000,16000, 60 months,8.49,328.19,B,B1,Supervisor,5 years,MORTGAGE,62000,Source Verified,Dec-15,In Grace Period,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68615169,,credit_card,Credit card refinancing,936xx,CA,28.92,0,Mar-02,720,724,0,39,,10,0,15763,51.2,24,w,6664.39,6664.39,12430.1,12430.1,9335.61,3094.49,0,0,0,Feb-19,328.19,Apr-19,Mar-19,694,690,0,61,1,Individual,,,,0,0,227708,3,3,1,2,3,48608,82,2,4,4727,71,30800,1,1,0,6,22771,8703,63,0,0,165,159,3,3,3,3,,17,39,1,4,5,4,7,9,6,12,6,10,0,0,0,3,87.5,50,0,0,307343,64371,23500,59526,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68397043,,28000,28000,28000, 60 months,14.85,663.92,C,C5,Division General Manager,2 years,MORTGAGE,85000,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68397043,,debt_consolidation,Debt consolidation,300xx,GA,28.52,0,Nov-99,670,674,0,,,19,0,36814,71.8,29,w,12718.12,12718.12,25171.21,25171.21,15281.88,9889.33,0,0,0,Feb-19,663.92,Apr-19,Mar-19,664,660,0,,1,Individual,,,,0,150,256638,0,2,0,1,16,20515,69,1,3,14170,71,51300,0,0,0,4,14258,3764,84.9,0,0,150,193,11,11,2,11,,19,,0,5,15,6,11,5,16,22,15,19,0,0,0,1,100,60,0,0,280650,57329,25000,29709,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68506862,,20000,20000,20000, 60 months,13.99,465.27,C,C4,Facilities Coordinator,10+ years,OWN,70000,Source Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506862,,debt_consolidation,Debt consolidation,210xx,MD,16.9,0,Jun-01,680,684,0,33,,20,0,31200,42,35,w,0,0,15473.02,15473.02,2965.17,2592.85,0,9915,1784.7,Jan-17,465.27,,Aug-18,624,620,0,69,1,Individual,,,,0,0,34856,2,1,0,0,43,3656,37,2,3,4367,41,74200,0,1,0,3,1835,18527,44,0,0,46,174,5,5,0,6,,13,,1,6,11,9,19,2,19,32,11,20,0,0,0,2,94.3,44.4,0,0,84200,34856,33100,10000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Nov-17,COMPLETE,Sep-17,9915,55,1
68341799,,17600,17600,17600, 60 months,19.89,465.22,E,E3,RN,< 1 year,RENT,44000,Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341799,,credit_card,,322xx,FL,17.56,0,Jun-06,680,684,0,,,7,0,12900,102.4,25,w,8517.69,8517.69,17629.74,17629.74,9082.31,8547.43,0,0,0,Feb-19,465.22,Apr-19,Mar-19,684,680,0,,1,Individual,,,,0,0,133285,0,4,0,1,13,120385,83,0,0,5998,91,12600,0,1,0,1,19041,0,102.4,0,0,112,114,25,13,0,25,,,,0,3,3,3,3,21,3,4,3,7,0,0,0,0,100,100,0,0,139633,133285,12600,127033,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68487261,,4200,4200,4200, 36 months,13.44,142.41,C,C3,Manager,10+ years,MORTGAGE,102500,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68487261,,debt_consolidation,Debt consolidation,134xx,NY,26.21,0,Jan-99,700,704,0,,,14,0,11947,88.5,37,w,0,0,5118.759265,5118.76,4200,918.76,0,0,0,Jan-19,142.25,,Mar-19,719,715,0,,1,Individual,,,,0,0,197024,2,6,2,3,3,32446,54,0,4,4797,60,13500,1,9,2,8,14073,983,89.1,0,0,138,203,13,3,7,23,,7,,0,2,6,2,7,14,6,16,6,14,0,0,0,3,100,100,0,0,264272,44393,9000,60487,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68597047,,19000,19000,19000, 60 months,14.85,450.52,C,C5,Application Analyst,9 years,OWN,75000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68597047,,credit_card,Credit card refinancing,112xx,NY,13.09,0,Jun-00,665,669,2,63,,15,0,17771,63.7,34,w,0,0,21165.03735,21165.04,19000,2165.04,0,0,0,Feb-17,10797.99,,Feb-18,779,775,0,,1,Individual,,,,0,0,72043,2,2,0,1,13,30388,83,3,6,2724,75,27900,0,4,2,9,5146,884,88.2,1,0,151,186,1,1,3,3,,1,63,1,4,10,4,6,13,12,18,10,15,0,0,0,4,94.1,100,0,0,94620,48159,7500,36720,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68366999,,15850,15850,15850, 60 months,23.13,448.01,F,F2,Lead manufacturing ,10+ years,OWN,45000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366999,,debt_consolidation,Debt consolidation,440xx,OH,34.85,0,Jan-07,755,759,1,,,18,0,8799,21.3,24,f,0,0,21481.26095,21481.26,15850,5631.26,0,0,0,Sep-17,13019.99,,Feb-18,744,740,0,,1,Individual,,,,0,25,45025,3,2,2,3,5,36226,84,2,2,6833,53,41300,1,0,1,5,2649,12808,35.6,0,0,90,107,2,2,0,10,,5,,0,2,4,4,4,7,16,17,4,18,0,0,0,4,100,0,0,0,84300,45025,19900,43000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68506885,,10000,10000,10000, 60 months,11.99,222.4,C,C1,CARDIOVASCULAR TECH,10+ years,RENT,42500,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68506885,,debt_consolidation,Debt consolidation,460xx,IN,31.04,0,Dec-98,705,709,1,,,10,0,5812,40.9,23,w,4372.47,4372.47,8434.55,8434.55,5627.53,2807.02,0,0,0,Feb-19,222.4,Apr-19,Mar-19,754,750,0,,1,Individual,,,,0,0,41166,1,3,0,2,13,35354,76,1,1,3118,67,14200,1,1,1,3,4117,7288,44.4,0,0,129,204,5,5,0,5,,5,,0,4,4,6,9,12,7,11,4,10,0,0,0,1,100,50,0,0,61054,41166,13100,46854,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68394562,,30000,30000,30000, 36 months,15.77,1051.31,D,D1,Vice-President,2 years,MORTGAGE,175000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68394562,,home_improvement,Home improvement,430xx,OH,18.5,0,Aug-97,725,729,1,61,,9,0,21831,50.3,23,w,0,0,33903.76574,33903.77,30000,3903.77,0,0,0,Dec-16,23456.38,,Sep-17,734,730,0,,1,Individual,,,,0,0,408118,2,4,2,4,6,130740,84,0,1,12141,71,43400,4,3,3,7,51015,21569,50.3,0,0,118,220,16,6,3,16,,0,61,0,2,2,3,7,9,4,11,2,9,0,0,0,3,95.7,33.3,0,0,447599,152571,43400,146568,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416953,,1500,1500,1500, 36 months,6.49,45.97,A,A2,,,MORTGAGE,45000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416953,,vacation,Vacation,967xx,HI,16.11,0,Dec-87,745,749,0,39,,12,0,3717,21.2,37,w,0,0,1598.983365,1598.98,1500,98.98,0,0,0,Apr-17,956.75,,Mar-19,739,735,0,,1,Individual,,,,0,0,158643,3,2,1,2,3,14683,81,3,5,3382,52,17500,0,1,1,8,15864,8818,27.7,0,0,123,336,6,3,4,6,39,12,39,0,1,3,4,15,8,9,25,3,12,0,0,0,4,97.2,0,0,0,179105,18400,12200,18050,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68587652,,25000,25000,25000, 36 months,5.32,752.87,A,A1,Director,1 year,MORTGAGE,150000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587652,,credit_card,Credit card refinancing,054xx,VT,9.54,0,Feb-96,795,799,0,,,7,0,19339,42.5,18,w,0,0,27033.11086,27033.11,25000,2033.11,0,0,0,Dec-18,752.86,,Dec-18,784,780,0,,1,Individual,,,,0,0,430856,1,2,0,0,28,25447,6,1,1,19339,34,45500,0,7,0,1,61551,24661,44,0,0,166,238,4,4,7,73,,,,0,1,1,3,3,4,4,7,1,7,0,0,0,1,100,0,0,0,512381,44786,44000,51081,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68407333,,16250,16250,16250, 60 months,13.44,373.41,C,C3,Radiology Tech.,2 years,MORTGAGE,50000,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407333,,debt_consolidation,Debt consolidation,128xx,NY,34.95,0,Apr-90,690,694,0,,,15,0,27336,94.9,21,w,7245.32,7245.32,14159.25,14159.25,9004.68,5154.57,0,0,0,Feb-19,373.41,Apr-19,Mar-19,714,710,0,,1,Individual,,,,0,0,201184,0,10,0,0,38,50801,94,0,1,9937,95,28800,1,1,1,2,13412,350,98.7,0,0,194,308,17,8,2,17,,9,,0,3,4,3,4,13,4,6,4,15,0,0,0,1,100,100,0,0,206555,78137,27300,53905,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466066,,20200,20200,20200, 60 months,18.49,518.35,D,D5,Manager,4 years,RENT,60000,Source Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466066,,debt_consolidation,Debt consolidation,958xx,CA,34.84,0,Jun-04,720,724,0,,86,10,1,8284,40.6,16,w,0,0,9278.43,9278.43,4258.61,5019.82,0,0,0,Jul-17,518.35,,Nov-17,564,560,0,,1,Individual,,,,0,0,43224,0,4,2,3,7,34940,54,2,3,8284,51,20400,2,2,1,6,4322,9516,46.5,0,0,138,74,7,7,0,16,,9,,0,1,1,4,6,7,6,9,1,10,0,0,0,4,100,25,1,0,84627,43224,17800,64227,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68436934,,23975,23975,23975, 60 months,19.89,633.73,E,E3,Principal,10+ years,RENT,70000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436934,,credit_card,Credit card refinancing,220xx,VA,33.2,0,Jun-95,685,689,1,,,10,0,44807,94.9,19,w,0,0,3928.86,3928.86,1478.13,2450.73,0,0,0,Jul-16,633.73,,Feb-17,519,515,0,,1,Individual,,,,0,0,57655,1,1,0,1,24,6234,30,1,1,9973,77,47200,0,0,1,2,6406,1249,97.2,0,0,24,240,4,4,3,52,,4,,0,5,7,6,7,1,8,14,7,10,0,0,0,1,100,100,0,0,74779,57655,44400,20800,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68617057,,15000,15000,15000, 60 months,10.78,324.5,B,B4,Senior Buyer,10+ years,MORTGAGE,65000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68617057,,debt_consolidation,Debt consolidation,350xx,AL,29.28,0,Aug-01,720,724,0,,,18,0,24723,69.8,32,w,0,0,18520.2766,18520.28,15000,3520.28,0,0,0,Feb-19,2536.24,,Mar-19,704,700,0,,1,Individual,,,,0,0,224194,0,7,1,1,10,71557,81,1,2,8415,76,35400,0,1,1,3,12455,4286,84.9,0,0,172,171,12,10,1,12,,10,,0,6,7,7,12,14,10,17,7,18,0,0,0,2,100,71.4,0,0,256635,96280,28400,83810,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68536799,,10000,10000,10000, 36 months,10.78,326.35,B,B4,Lpn,3 years,MORTGAGE,41600,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68536799,,debt_consolidation,Debt consolidation,472xx,IN,15.78,0,Oct-04,695,699,0,,,18,0,12958,52.5,33,w,0,0,11289.95069,11289.95,10000,1289.95,0,0,0,Jul-17,5756.97,,Dec-18,714,710,0,,1,Individual,,,,0,0,168304,2,9,2,3,2,27723,94,0,2,4958,75,24700,2,4,2,5,9350,4617,66.8,0,0,134,124,16,2,2,16,,7,,0,2,5,3,4,16,8,15,5,18,0,0,0,2,100,33.3,0,0,190694,40681,13900,29512,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68357012,,15000,15000,15000, 36 months,8.49,473.45,B,B1,Senior Associate,6 years,MORTGAGE,110000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68357012,,credit_card,Credit card refinancing,085xx,NJ,13.24,0,Dec-02,670,674,0,,71,16,1,19029,41.4,33,w,0,0,15657.93,15657.93,15000,657.93,0,0,0,Jul-16,13308.37,,May-18,734,730,0,,1,Individual,,,,0,0,327836,0,2,0,1,14,8820,42,3,5,10538,42,46000,2,0,3,7,20490,10457,62.9,0,0,142,150,7,7,4,18,,11,,0,5,8,5,10,3,13,24,8,16,0,0,0,4,100,20,1,0,369112,27849,28200,21124,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68376217,,23100,23100,23100, 60 months,20.5,618.46,E,E4,Regional Sales Direcdtor,2 years,OWN,110000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376217,,car,Car financing,197xx,DE,20.43,0,Aug-86,660,664,0,47,,11,0,20594,94.9,24,w,0,0,5305.12,5305.12,1158.07,1868.46,0,2278.59,410.1462,Jun-16,618.46,,Dec-16,584,580,0,47,1,Individual,,,,0,1105,55048,1,3,0,0,25,34454,43,3,5,4871,54,21700,3,0,9,5,5505,1106,94.9,0,0,159,352,3,3,2,3,47,0,47,1,5,5,8,11,10,8,12,6,11,0,0,0,3,87.5,85.7,0,0,102524,55048,21700,80824,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68526942,,27300,27300,27300, 36 months,17.27,977,D,D3,groundsman,10+ years,MORTGAGE,65000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526942,,home_improvement,Home improvement,117xx,NY,25.63,0,Nov-02,660,664,0,,,14,0,31035,83,38,w,0,0,8727.52,8727.52,5569.98,3157.54,0,0,0,Oct-16,977,,May-18,524,520,0,,1,Individual,,,,0,0,238105,0,1,0,2,16,29947,81,2,3,9413,82,37400,2,2,3,7,18316,3924,87.7,0,0,150,157,11,9,2,17,,8,,0,7,9,7,17,5,11,31,9,14,0,0,0,3,100,85.7,0,0,253900,60982,32000,37192,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68396080,,25000,25000,25000, 60 months,11.48,549.57,B,B5,Project Manager,10+ years,MORTGAGE,135000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68396080,,credit_card,Credit card refinancing,774xx,TX,4.65,0,Oct-04,705,709,0,47,,16,0,7340,13.5,33,w,0,0,26482.58,26482.58,25000,1482.58,0,0,0,Jul-16,23774.59,,Jan-19,709,705,0,47,1,Individual,,,,0,0,23522,0,1,1,2,7,16182,91,2,6,2990,33,54400,1,1,5,9,1470,38700,15.5,0,0,134,100,7,7,5,10,,3,,1,3,4,11,13,6,15,21,4,16,0,0,0,4,97,0,0,0,72150,23522,45800,17750,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68385794,,15000,15000,15000, 36 months,10.78,489.52,B,B4,Coaching General Manager,1 year,RENT,40000,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68385794,,credit_card,Credit card refinancing,787xx,TX,10.17,0,Oct-06,670,674,0,,,7,0,12272,75.3,9,w,0,0,17653.90209,17653.9,15000,2653.9,0,0,0,Nov-18,1464.61,,Dec-18,724,720,0,,1,Individual,,,,0,0,12272,2,0,0,0,,0,,2,2,4917,75,16300,0,0,0,2,2045,347,96.6,0,0,,110,3,3,0,3,,21,,0,4,6,4,4,0,7,9,6,7,0,0,0,2,100,100,0,0,16300,12272,10300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68374676,,10000,10000,10000, 60 months,16.59,246.33,D,D2,Emergency Department technician ,< 1 year,RENT,30000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68374676,,debt_consolidation,Debt consolidation,447xx,OH,30.84,0,Sep-00,715,719,2,78,91,19,1,6118,26.6,36,w,0,0,10757.52,10757.52,10000,757.52,0,0,0,Jun-16,9795.24,,Apr-18,559,555,0,78,1,Individual,,,,0,0,65214,2,14,1,3,5,59096,94,1,1,4807,76,23000,5,0,7,4,3432,15310,28.1,0,0,183,162,3,3,0,3,,1,,1,3,4,3,5,28,4,8,4,19,0,0,0,2,96.9,0,1,0,85929,65214,21300,62929,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547679,,18500,18500,18500, 60 months,12.88,419.8,C,C2,Supply Chain Coord.,10+ years,MORTGAGE,70000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547679,,debt_consolidation,Debt consolidation,752xx,TX,13.2,0,Jun-02,675,679,1,45,,9,0,15883,57.8,19,w,0,0,21912.00299,21912,18500,3412,0,0,0,Aug-17,14388.69,,Aug-17,724,720,0,86,1,Individual,,,,0,0,123863,1,2,1,2,11,12681,71,2,3,5431,63,27500,0,0,2,5,13763,11617,57.8,0,0,154,162,3,3,2,3,86,2,86,1,6,6,6,11,4,6,13,6,9,0,0,0,3,89.5,16.7,0,0,143748,28564,27500,17944,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68537594,,5000,5000,5000, 36 months,7.91,156.48,A,A5,Property Manager,6 years,RENT,32000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537594,,credit_card,Credit card refinancing,434xx,OH,13.73,0,Feb-12,685,689,0,,50,7,1,5552,41.1,10,w,0,0,5627.559926,5627.56,5000,627.56,0,0,0,Jan-19,156.25,,Mar-19,659,655,0,,1,Individual,,,,0,0,11665,0,1,0,1,13,6113,75,0,4,2361,54,13500,1,1,1,5,1666,5787,42.7,0,0,13,46,16,13,0,17,,11,,0,4,5,4,5,1,6,9,5,7,0,0,0,0,100,0,1,0,21690,11665,10100,8190,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68565856,,9000,9000,9000, 36 months,9.17,286.92,B,B2,Truck Driver,1 year,OWN,50000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68565856,,debt_consolidation,Debt consolidation,670xx,KS,11.98,0,Jun-01,800,804,2,,,5,0,7518,48.5,11,w,0,0,10232.90871,10232.91,9000,1232.91,0,0,0,Jan-19,167.11,,Jan-19,589,585,0,,1,Individual,,,,0,0,40272,1,1,0,0,37,6600,40,1,1,7392,44,15500,1,0,2,1,8054,7982,48.5,0,0,165,174,4,4,2,4,,0,,0,2,2,3,5,3,3,6,2,5,0,0,0,1,100,33.3,0,0,69818,14118,15500,16318,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68367006,,11000,11000,11000, 36 months,6.49,337.09,A,A2,material handler lead,10+ years,MORTGAGE,85000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367006,,credit_card,Credit card refinancing,016xx,MA,15,0,Apr-05,755,759,0,,,12,0,9488,20.1,31,w,0,0,11513.41,11513.41,11000,513.41,0,0,0,Oct-16,8826.61,,Feb-19,694,690,0,,1,Individual,,,,0,0,32193,0,2,0,1,17,22705,52,0,2,3906,35,47300,1,2,2,3,2927,13312,41.6,0,0,128,121,18,17,0,45,,0,,0,3,3,5,10,8,10,21,3,12,0,0,0,0,100,0,0,0,90996,32193,22800,43696,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426699,,20000,20000,20000, 36 months,6.49,612.89,A,A2,"TEAM LEAD, QUALITY ENGINEER",6 years,MORTGAGE,55000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426699,,debt_consolidation,Debt consolidation,381xx,TN,29.15,0,Sep-94,750,754,0,74,,9,0,4851,23.8,23,w,0,0,22045.97155,22045.97,20000,2045.97,0,0,0,Jan-19,612.85,,Mar-19,749,745,0,,1,Individual,,,,0,0,205155,1,3,1,4,3,36812,79,1,1,2776,62,20400,1,0,3,5,25644,9924,21.9,0,0,87,255,8,3,1,8,,3,,0,1,3,2,9,8,5,14,3,9,0,0,0,2,95.7,0,0,0,247433,41663,12700,46367,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
